owner,name,fullName,numberOfStars,country,language
gephi,gephi,gephi/gephi,3425,fr,Java
Yomguithereal,react-blessed,Yomguithereal/react-blessed,3372,fr,JavaScript
g-truc,glm,g-truc/glm,3354,fr,C++
jedisct1,dsvpn,jedisct1/dsvpn,3321,fr,C
KnpLabs,snappy,KnpLabs/snappy,3311,fr,PHP
Geal,nom,Geal/nom,3275,fr,Rust
maximebf,php-debugbar,maximebf/php-debugbar,3266,fr,PHP
taoufik07,responder,taoufik07/responder,3239,fr,Python
Peltoche,lsd,Peltoche/lsd,3230,fr,Rust
MichaelMure,git-bug,MichaelMure/git-bug,3201,fr,Go
Dimillian,MovieSwiftUI,Dimillian/MovieSwiftUI,3197,fr,Swift
Zhouzi,TheaterJS,Zhouzi/TheaterJS,3175,fr,JavaScript
nbs-system,naxsi,nbs-system/naxsi,3170,fr,C
oliviertassinari,react-swipeable-views,oliviertassinari/react-swipeable-views,3110,fr,JavaScript
alexkirsz,dispatch-proxy,alexkirsz/dispatch-proxy,3075,fr,CoffeeScript
sarahdayan,dinero.js,sarahdayan/dinero.js,3038,fr,JavaScript
alikaragoz,MCSwipeTableViewCell,alikaragoz/MCSwipeTableViewCell,3034,fr,Objective-C
axa-group,nlp.js,axa-group/nlp.js,2998,fr,JavaScript
nunomaduro,collision,nunomaduro/collision,2993,fr,PHP
Yomguithereal,baobab,Yomguithereal/baobab,2961,fr,JavaScript
Kozea,WeasyPrint,Kozea/WeasyPrint,2958,fr,Python
nunomaduro,phpinsights,nunomaduro/phpinsights,2936,fr,PHP
mattallty,Caporal.js,mattallty/Caporal.js,2923,fr,JavaScript
Akryum,vue-virtual-scroller,Akryum/vue-virtual-scroller,2892,fr,Vue
Alex-D,Trumbowyg,Alex-D/Trumbowyg,2883,fr,JavaScript
maximegris,angular-electron,maximegris/angular-electron,2882,fr,TypeScript
snipsco,snips-nlu,snipsco/snips-nlu,2880,fr,Python
gwendall,way.js,gwendall/way.js,2879,fr,JavaScript
laurentj,slimerjs,laurentj/slimerjs,2868,fr,JavaScript
HubPress,hubpress.io,HubPress/hubpress.io,2849,fr,CSS
smooth-code,loadable-components,smooth-code/loadable-components,2841,fr,JavaScript
dherault,serverless-offline,dherault/serverless-offline,2836,fr,JavaScript
eon01,DockerCheatSheet,eon01/DockerCheatSheet,2800,fr,
rossant,awesome-math,rossant/awesome-math,2787,fr,Python
jaysalvat,jquery.facedetection,jaysalvat/jquery.facedetection,2771,fr,JavaScript
jeanphix,Ghost.py,jeanphix/Ghost.py,2732,fr,Python
mwouts,jupytext,mwouts/jupytext,2728,fr,Python
asticode,go-astilectron,asticode/go-astilectron,2701,fr,Go
cbucher,console,cbucher/console,2700,fr,C++
PaulSec,awesome-sec-talks,PaulSec/awesome-sec-talks,2700,fr,
jonathantribouharet,JTCalendar,jonathantribouharet/JTCalendar,2698,fr,Objective-C
florent37,ExpectAnim,florent37/ExpectAnim,2678,fr,Java
compodoc,compodoc,compodoc/compodoc,2667,fr,TypeScript
ocombe,ocLazyLoad,ocombe/ocLazyLoad,2665,fr,JavaScript
paradoxxxzero,butterfly,paradoxxxzero/butterfly,2644,fr,CoffeeScript
JoanZapata,android-pdfview,JoanZapata/android-pdfview,2624,fr,Java
cyrilmottier,GreenDroid,cyrilmottier/GreenDroid,2618,fr,Java
Teevity,ice,Teevity/ice,2612,fr,Java
steeve,france.code-civil,steeve/france.code-civil,2607,fr,
delba,Permission,delba/Permission,2583,fr,Swift
Nyx0uf,NYXImagesKit,Nyx0uf/NYXImagesKit,2573,fr,Objective-C
avatsaev,touchbar_nyancat,avatsaev/touchbar_nyancat,2561,fr,Swift
florent37,DiagonalLayout,florent37/DiagonalLayout,2506,fr,Java
Xyl2k,TSA-Travel-Sentry-master-keys,Xyl2k/TSA-Travel-Sentry-master-keys,2443,fr,
jeromelebel,MongoHub-Mac,jeromelebel/MongoHub-Mac,2435,fr,Objective-C
x0rz,tweets_analyzer,x0rz/tweets_analyzer,2422,fr,Python
groue,GRDB.swift,groue/GRDB.swift,2379,fr,Swift
revolunet,sublimetext-markdown-preview,revolunet/sublimetext-markdown-preview,2379,fr,Python
guillaumepotier,Garlic.js,guillaumepotier/Garlic.js,2342,fr,CSS
florent37,ViewAnimator,florent37/ViewAnimator,2339,fr,Java
algolia,instantsearch.js,algolia/instantsearch.js,2326,fr,JavaScript
LukyVj,family.scss,LukyVj/family.scss,2299,fr,CSS
locomotivecms,engine,locomotivecms/engine,2295,fr,Ruby
mlabouardy,komiser,mlabouardy/komiser,2284,fr,Go
EBazarov,nsfw_data_source_urls,EBazarov/nsfw_data_source_urls,2267,fr,
revolunet,JSbooks,revolunet/JSbooks,2255,fr,CSS
aaugustin,websockets,aaugustin/websockets,2240,fr,Python
marmelab,awesome-rest,marmelab/awesome-rest,2238,fr,
KnpLabs,Gaufrette,KnpLabs/Gaufrette,2216,fr,PHP
florent37,CameraFragment,florent37/CameraFragment,2200,fr,Java
pieroxy,lz-string,pieroxy/lz-string,2199,fr,JavaScript
dimitri,pgloader,dimitri/pgloader,2195,fr,Common Lisp
AliSoftware,Reusable,AliSoftware/Reusable,2178,fr,Swift
iam4x,pokemongo-webspoof,iam4x/pokemongo-webspoof,2177,fr,JavaScript
konpa,devicon,konpa/devicon,2164,fr,CSS
rap2hpoutre,laravel-log-viewer,rap2hpoutre/laravel-log-viewer,2156,fr,PHP
pocketjoso,penthouse,pocketjoso/penthouse,2119,fr,JavaScript
smooth-code,jest-puppeteer,smooth-code/jest-puppeteer,2111,fr,JavaScript
Kozea,pygal,Kozea/pygal,2111,fr,Python
texane,stlink,texane/stlink,2086,fr,C
