owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
gabordemooij,redbean,gabordemooij/redbean,1900,"Den Haag, Netherlands",nl,"PHP,Shell",PHP,2654,https://api.github.com/users/gabordemooij,https://api.github.com/repos/gabordemooij/redbean/languages,https://api.github.com/repos/gabordemooij/redbean/contributors
emirozer,fake2db,emirozer/fake2db,1873,Netherlands,nl,Python,Python,340,https://api.github.com/users/emirozer,https://api.github.com/repos/emirozer/fake2db/languages,https://api.github.com/repos/emirozer/fake2db/contributors
elevenetc,TextSurface,elevenetc/TextSurface,1868,"Netherlands, Amsterdam",nl,Java,Java,14,https://api.github.com/users/elevenetc,https://api.github.com/repos/elevenetc/TextSurface/languages,https://api.github.com/repos/elevenetc/TextSurface/contributors
swisnl,jQuery-contextMenu,swisnl/jQuery-contextMenu,1804,Netherlands,nl,"HTML,JavaScript,CSS,Smarty",HTML,959,https://api.github.com/users/swisnl,https://api.github.com/repos/swisnl/jQuery-contextMenu/languages,https://api.github.com/repos/swisnl/jQuery-contextMenu/contributors
AlexLittlejohn,ALCameraViewController,AlexLittlejohn/ALCameraViewController,1708,"Amsterdam, Netherlands",nl,"Swift,Ruby,Objective-C",Swift,498,https://api.github.com/users/AlexLittlejohn,https://api.github.com/repos/AlexLittlejohn/ALCameraViewController/languages,https://api.github.com/repos/AlexLittlejohn/ALCameraViewController/contributors
jadjoubran,laravel5-angular-material-starter,jadjoubran/laravel5-angular-material-starter,1707,"Amsterdam, the Netherlands",nl,"PHP,JavaScript,HTML,CSS,Vue",PHP,753,https://api.github.com/users/jadjoubran,https://api.github.com/repos/jadjoubran/laravel5-angular-material-starter/languages,https://api.github.com/repos/jadjoubran/laravel5-angular-material-starter/contributors
FransBouma,Massive,FransBouma/Massive,1707,"The Hague, The Netherlands",nl,C#,C#,335,https://api.github.com/users/FransBouma,https://api.github.com/repos/FransBouma/Massive/languages,https://api.github.com/repos/FransBouma/Massive/contributors
Thomvis,BrightFutures,Thomvis/BrightFutures,1690,The Netherlands,nl,"Swift,Ruby",Swift,740,https://api.github.com/users/Thomvis,https://api.github.com/repos/Thomvis/BrightFutures/languages,https://api.github.com/repos/Thomvis/BrightFutures/contributors
ajaxorg,ace-builds,ajaxorg/ace-builds,1664,"Amsterdam, The Netherlands",nl,"JavaScript,HTML",JavaScript,94,https://api.github.com/users/ajaxorg,https://api.github.com/repos/ajaxorg/ace-builds/languages,https://api.github.com/repos/ajaxorg/ace-builds/contributors
mevdschee,php-crud-api,mevdschee/php-crud-api,1661,Amsterdam,nl,"PHP,Shell,Dockerfile",PHP,1164,https://api.github.com/users/mevdschee,https://api.github.com/repos/mevdschee/php-crud-api/languages,https://api.github.com/repos/mevdschee/php-crud-api/contributors
davidhund,styleguide-generators,davidhund/styleguide-generators,1647,"Doorwerth, The Netherlands",nl,,,214,https://api.github.com/users/davidhund,https://api.github.com/repos/davidhund/styleguide-generators/languages,https://api.github.com/repos/davidhund/styleguide-generators/contributors
firstfloorsoftware,mui,firstfloorsoftware/mui,1603,The Netherlands,nl,"C#,Batchfile",C#,231,https://api.github.com/users/firstfloorsoftware,https://api.github.com/repos/firstfloorsoftware/mui/languages,https://api.github.com/repos/firstfloorsoftware/mui/contributors
